full_name,repo_url_normalized,host,distros,n_distros,n_packages_total,resolved_via_breakdown
ros-planning/warehouse_ros,https://github.com/ros-planning/warehouse_ros,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-planning/warehouse_ros_mongo,https://github.com/ros-planning/warehouse_ros_mongo,github.com,humble,1,1,rosdistro_release_packages:1
ros-planning/warehouse_ros_sqlite,https://github.com/ros-planning/warehouse_ros_sqlite,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
RobotWebTools/web_video_server,https://github.com/RobotWebTools/web_video_server,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
TechMagicKK/weight_scale_interfaces,https://github.com/TechMagicKK/weight_scale_interfaces,github.com,humble,1,1,rosdistro_release_packages:1
whill-labs/ros2_whill_interfaces,https://github.com/whill-labs/ros2_whill_interfaces,github.com,humble,1,1,rosdistro_repo_key_name_match:1
modular-ml/wrapyfi_ros2_interfaces,https://github.com/modular-ml/wrapyfi_ros2_interfaces,github.com,humble,1,1,rosdistro_release_packages:1
ros/xacro,https://github.com/ros/xacro,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/yaml_cpp_vendor,https://github.com/ros2/yaml_cpp_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
yaswhar/yashar_turtle_chase,https://github.com/yaswhar/yashar_turtle_chase,github.com,humble,1,1,rosdistro_repo_key_name_match:1
stereolabs/zed-ros2-description,https://github.com/stereolabs/zed-ros2-description,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
stereolabs/zed-ros2-interfaces,https://github.com/stereolabs/zed-ros2-interfaces,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
eclipse-zenoh/zenoh-plugin-dds,https://github.com/eclipse-zenoh/zenoh-plugin-dds,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
autowarefoundation/zmqpp_vendor,https://github.com/autowarefoundation/zmqpp_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
b-robotized/ads_vendor,https://github.com/b-robotized/ads_vendor,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
hatchbed/asyncapi_gencpp,https://github.com/hatchbed/asyncapi_gencpp,github.com,jazzy|kilted,2,1,rosdistro_repo_key_name_match:2
nobleo/boost_sml_vendor,https://github.com/nobleo/boost_sml_vendor,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
clearpathrobotics/clearpath_tests,https://github.com/clearpathrobotics/clearpath_tests,github.com,jazzy,1,1,rosdistro_release_packages:1
cellumation/cm_executors,https://github.com/cellumation/cm_executors,github.com,jazzy,1,1,rosdistro_release_packages:1
ctu-vras/cras_msgs,https://github.com/ctu-vras/cras_msgs,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
jlack1987/data_tamer_tools-release,https://github.com/jlack1987/data_tamer_tools-release,github.com,jazzy,1,1,rosdistro_release_packages:1
eProsima/Fast-CDR,https://github.com/eProsima/Fast-CDR,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
ipa320/rqt_frame_editor_plugin,https://github.com/ipa320/rqt_frame_editor_plugin,github.com,jazzy,1,1,rosdistro_release_packages:1
gazebo-release/gz_cmake_vendor,https://github.com/gazebo-release/gz_cmake_vendor,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_common_vendor,https://github.com/gazebo-release/gz_common_vendor,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_dartsim_vendor,https://github.com/gazebo-release/gz_dartsim_vendor,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_fuel_tools_vendor,https://github.com/gazebo-release/gz_fuel_tools_vendor,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_gui_vendor,https://github.com/gazebo-release/gz_gui_vendor,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_launch_vendor,https://github.com/gazebo-release/gz_launch_vendor,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_math_vendor,https://github.com/gazebo-release/gz_math_vendor,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_msgs_vendor,https://github.com/gazebo-release/gz_msgs_vendor,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_ogre_next_vendor,https://github.com/gazebo-release/gz_ogre_next_vendor,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_physics_vendor,https://github.com/gazebo-release/gz_physics_vendor,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_plugin_vendor,https://github.com/gazebo-release/gz_plugin_vendor,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_rendering_vendor,https://github.com/gazebo-release/gz_rendering_vendor,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_sensors_vendor,https://github.com/gazebo-release/gz_sensors_vendor,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_sim_vendor,https://github.com/gazebo-release/gz_sim_vendor,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_tools_vendor,https://github.com/gazebo-release/gz_tools_vendor,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_transport_vendor,https://github.com/gazebo-release/gz_transport_vendor,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_utils_vendor,https://github.com/gazebo-release/gz_utils_vendor,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
p2p-industries/hyveos_ros,https://github.com/p2p-industries/hyveos_ros,github.com,jazzy|kilted,2,1,rosdistro_repo_key_name_match:2
p2p-industries/hyveos_ros_msgs,https://github.com/p2p-industries/hyveos_ros_msgs,github.com,jazzy|kilted,2,1,rosdistro_repo_key_name_match:2
julianmueller/insight_gui,https://github.com/julianmueller/insight_gui,github.com,jazzy,1,1,rosdistro_release_packages:1
BruceChanJianLe/laser_scan_merger,https://github.com/BruceChanJianLe/laser_scan_merger,github.com,jazzy,1,1,rosdistro_repo_key_name_match:1
adityapande-1995/linux_isolate_process,https://github.com/adityapande-1995/linux_isolate_process,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
fkie/live555_vendor,https://github.com/fkie/live555_vendor,github.com,jazzy,1,1,rosdistro_release_packages:1
mavlink/mavlink-gbp-release,https://github.com/mavlink/mavlink-gbp-release,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
nobleo/mp_units_vendor,https://github.com/nobleo/mp_units_vendor,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
stack-of-tasks/odri_master_board_sdk_release,https://github.com/stack-of-tasks/odri_master_board_sdk_release,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
ompl/ompl,https://github.com/ompl/ompl,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
hatchbed/opensw,https://github.com/hatchbed/opensw,github.com,jazzy|kilted,2,1,rosdistro_repo_key_name_match:2
hatchbed/opensw_ros,https://github.com/hatchbed/opensw_ros,github.com,jazzy|kilted,2,1,rosdistro_repo_key_name_match:2
ros-perception/point_cloud_transport_tutorial,https://github.com/ros-perception/point_cloud_transport_tutorial,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
fawkesrobotics/protobuf_comm,https://github.com/fawkesrobotics/protobuf_comm,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
sloretz/rcl_logging_rcutils,https://github.com/sloretz/rcl_logging_rcutils,github.com,jazzy|kilted,2,1,rosdistro_repo_key_name_match:2
ros-sports/rcss3d_nao,https://github.com/ros-sports/rcss3d_nao,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
reductstore/reductstore_agent,https://github.com/reductstore/reductstore_agent,github.com,jazzy,1,1,rosdistro_release_packages:1
ros2/rosidl_dynamic_typesupport,https://github.com/ros2/rosidl_dynamic_typesupport,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
ros2/rosidl_dynamic_typesupport_fastrtps,https://github.com/ros2/rosidl_dynamic_typesupport_fastrtps,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
RoboSense-LiDAR/rslidar_msg,https://github.com/RoboSense-LiDAR/rslidar_msg,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
RoboSense-LiDAR/rslidar_sdk,https://github.com/RoboSense-LiDAR/rslidar_sdk,github.com,jazzy,1,1,rosdistro_release_packages:1
fkie/rtsp_image_transport,https://github.com/fkie/rtsp_image_transport,github.com,jazzy,1,1,rosdistro_release_packages:1
gazebo-release/sdformat_vendor,https://github.com/gazebo-release/sdformat_vendor,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
brukg/so_arm_100_hardware,https://github.com/brukg/so_arm_100_hardware,github.com,jazzy,1,1,rosdistro_release_packages:1
ros-sports/soccer_vision_3d_rviz_markers,https://github.com/ros-sports/soccer_vision_3d_rviz_markers,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
hbanzhaf/steering_functions,https://github.com/hbanzhaf/steering_functions,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
locusrobotics/tf2_2d,https://github.com/locusrobotics/tf2_2d,github.com,jazzy|kilted,2,1,rosdistro_release_packages:2
uwgraphics/mini_tof,https://github.com/uwgraphics/mini_tof,github.com,kilted,1,1,rosdistro_repo_key_name_match:1
uwgraphics/mini_tof_interfaces,https://github.com/uwgraphics/mini_tof_interfaces,github.com,kilted,1,1,rosdistro_repo_key_name_match:1
SteveMacenski/nonpersistent_voxel_layer,https://github.com/SteveMacenski/nonpersistent_voxel_layer,github.com,kilted,1,1,rosdistro_release_packages:1
felixdivo/ros2-easy-test,https://github.com/felixdivo/ros2-easy-test,github.com,kilted,1,1,rosdistro_repo_key_name_match:1
cnurobotics/ros2_snapshot,https://github.com/cnurobotics/ros2_snapshot,github.com,kilted,1,1,rosdistro_repo_key_name_match:1
allenh1/rplidar_ros,https://github.com/allenh1/rplidar_ros,github.com,kilted,1,1,rosdistro_release_packages:1
Barry-Xu-2018/ros2_service_load_balancing,https://github.com/Barry-Xu-2018/ros2_service_load_balancing,github.com,kilted,1,1,rosdistro_release_packages:1
fmrico/yaets,https://github.com/fmrico/yaets,github.com,kilted,1,1,rosdistro_release_packages:1
