Name,Owner,Description,GitHub URL,Repository Size,Number of stars,Number of forks,Number of open issues,List of topics,License,has_readme,has_contributing,has_code_of_conduct,has_pr_template,has_issue_template,contributors_count,commits_count,size,subscribers_count,watchers_count,languages,full_name,distros_present
bond_core,ros,Maintains a bond (i.e. heart beat ) between ROS nodes and provides feedback when the bond is broken,https://github.com/ros/bond_core,2811,42,72,21,,,True,False,False,False,False,25,582,2811,14,42,C++;Python;CMake,ros/bond_core,humble|jazzy|kilted
image_transport_plugins,ros-perception,A set of plugins for publishing and subscribing to sensor_msgs/Image topics in representations other than raw pixel data.,https://github.com/ros-perception/image_transport_plugins,819,73,134,18,,BSD-3-Clause,True,False,False,False,False,31,277,819,9,73,C++;CMake;Python,ros-perception/image_transport_plugins,humble|jazzy|kilted
crazyswarm2,IMRCLab,A Large Quadcopter Swarm,https://github.com/IMRCLab/crazyswarm2,64245,202,108,54,,MIT,True,False,False,False,False,30,1309,64245,6,202,Python;C++;Makefile;CMake,IMRCLab/crazyswarm2,humble|jazzy
create_robot,AutonomyLab,ROS driver for iRobot Create 1 and 2.,https://github.com/AutonomyLab/create_robot,817,219,176,24,create;driver;hacktoberfest;irobot;ros,BSD-3-Clause,True,False,False,False,False,11,183,817,21,219,C++;CMake,AutonomyLab/create_robot,humble
point_cloud_transport_plugins,ros-perception,Transport plugins for point_cloud_transport.,https://github.com/ros-perception/point_cloud_transport_plugins,462,7,5,4,,BSD-3-Clause,True,True,False,False,False,9,100,462,1,7,C++;CMake,ros-perception/point_cloud_transport_plugins,humble|jazzy|kilted
gazebo_ros_pkgs,ros-simulation,"Wrappers, tools and additional API's for using ROS with Gazebo",https://github.com/ros-simulation/gazebo_ros_pkgs,6829,847,786,391,,,True,True,False,False,False,82,1010,6829,44,847,C++;Python;CMake;Shell;Batchfile,ros-simulation/gazebo_ros_pkgs,humble
gz_ros2_control,ros-controls,Connect the latest version of Gazebo with ros2_control.,https://github.com/ros-controls/gz_ros2_control,1588,226,140,41,gazebo;ignitionrobotics;robot-control;robot-simulation;ros;ros2;ros2-control,Apache-2.0,True,False,False,False,False,44,352,1588,13,226,C++;Python;CMake;Dockerfile;Shell,ros-controls/gz_ros2_control,humble|jazzy|kilted
teleop_tools,ros-teleop,A set of generic teleoperation tools for any robot.,https://github.com/ros-teleop/teleop_tools,278,222,157,16,,,True,False,False,False,False,29,191,278,7,222,Python;CMake,ros-teleop/teleop_tools,humble|jazzy|kilted
mavros,mavlink,MAVLink to ROS gateway with proxy for Ground Control Station,https://github.com/mavlink/mavros,7133,1117,1073,410,mavlink;mavros;mavros-msgs;ros;ros-node;uav,Other,True,True,False,False,False,153,3019,7133,49,1117,C++;Python;CMake;EmberScript;Shell,mavlink/mavros,humble|jazzy|kilted
mapviz,swri-robotics,Modular ROS visualization tool for 2D data.,https://github.com/swri-robotics/mapviz,13363,473,158,64,,BSD-3-Clause,True,False,False,False,False,32,896,13363,19,473,C++;CMake;Python;GLSL,swri-robotics/mapviz,humble|jazzy|kilted
microstrain_inertial,LORD-MicroStrain,ROS driver for all of MicroStrain's current G and C series products. To learn more visit,https://github.com/LORD-MicroStrain/microstrain_inertial,6133,129,98,29,imu;inertial-navigation-systems;inertial-sensors;ins;microstrain;mip;robotics;ros;ros-noetic;ros2-foxy;ros2-humble;ros2-rolling;slam;slam-algorithms,,True,False,False,False,False,24,487,6133,8,129,CMake;Makefile;C++;Python;Shell,LORD-MicroStrain/microstrain_inertial,humble|jazzy|kilted
mola_state_estimation,MOLAorg,MOLA implementations of the virtual state estimation API for robots / vehicles,https://github.com/MOLAorg/mola_state_estimation,679,12,1,2,,GPL-3.0,True,False,False,False,False,1,284,679,2,12,C++;Python;CMake;Dockerfile;C;Shell,MOLAorg/mola_state_estimation,humble|jazzy|kilted
pal_pro_gripper,pal-robotics,,https://github.com/pal-robotics/pal_pro_gripper,4813,0,1,0,,Apache-2.0,True,False,False,False,False,11,245,4813,6,0,Python;CMake,pal-robotics/pal_pro_gripper,humble
rqt,ros-visualization,,https://github.com/ros-visualization/rqt,6865,74,75,33,,BSD-3-Clause,False,False,False,False,False,30,1110,6865,16,74,Python;C++;CMake;C,ros-visualization/rqt,humble|jazzy|kilted
turtlebot3_home_service_challenge,ROBOTIS-GIT,Turtlebot3 Home Service Challenge(with OpenManipulator X),https://github.com/ROBOTIS-GIT/turtlebot3_home_service_challenge,245,12,10,0,,Apache-2.0,True,False,False,False,False,8,100,245,5,12,Python;C++;CMake,ROBOTIS-GIT/turtlebot3_home_service_challenge,humble|jazzy
turtlebot4_robot,turtlebot,TurtleBot 4 Robot packages,https://github.com/turtlebot/turtlebot4_robot,215,34,24,4,,Apache-2.0,True,False,False,True,False,7,131,215,10,34,C++;Python;CMake,turtlebot/turtlebot4_robot,humble|jazzy
velodyne,ros-drivers, ROS support for Velodyne 3D LIDARs,https://github.com/ros-drivers/velodyne,1240,708,684,102,,Other,True,True,False,False,False,52,721,1240,43,708,C++;Python;CMake;Shell,ros-drivers/velodyne,humble|jazzy|kilted
vimbax_ros2_driver,alliedvision,ROS 2 driver for Vimba X,https://github.com/alliedvision/vimbax_ros2_driver,478,4,23,7,,BSD-3-Clause,True,False,False,False,False,2,368,478,1,4,C++;Python;C;CMake,alliedvision/vimbax_ros2_driver,humble
compass,ctu-vras,ROS implementation of magnetometer-based compass,https://github.com/ctu-vras/compass,541,7,1,0,,Other,True,False,False,False,False,1,45,541,2,7,C++;CMake;Python,ctu-vras/compass,jazzy|kilted
NavMap,EasyNavigation,,https://github.com/EasyNavigation/NavMap,13283,99,11,3,,Apache-2.0,True,False,False,False,False,2,110,13283,1,99,C++;CMake;Python,EasyNavigation/NavMap,jazzy|kilted
transport_drivers,ros-drivers,A set of ROS2 drivers for transport-layer protocols.,https://github.com/ros-drivers/transport_drivers,175,116,77,22,ros2;transport-layer;transport-layer-protocol,Apache-2.0,True,True,False,False,False,12,91,175,11,116,C++;CMake;Python,ros-drivers/transport_drivers,humble|jazzy|kilted
clearpath_desktop,clearpathrobotics,,https://github.com/clearpathrobotics/clearpath_desktop,97,2,6,0,,BSD-3-Clause,True,False,False,False,False,5,76,97,4,2,Python;CMake,clearpathrobotics/clearpath_desktop,humble|jazzy
cob_common,4am-robotics,The cob_common stack hosts common packages that are used within the Care-O-bot repository. E.g. utility packages or common message and service definitions etc. Also the urdf desciption of the robot is located in this stack.,https://github.com/4am-robotics/cob_common,43640,68,137,5,,Apache-2.0,True,False,False,True,False,52,2133,43640,15,68,CMake;Shell,4am-robotics/cob_common,humble|jazzy|kilted
dolly,chapulina,"🤖🐑 It's a sheep, it's a dolly, it's a following robot. Dolly was born to be cloned.",https://github.com/chapulina/dolly,72023,241,63,10,differential-drive;follower;gazebo;hacktoberfest;ignition-gazebo;ignition-robotics;robot;robotics;robotics-simulation;ros;ros2;sheep,Apache-2.0,True,False,False,False,False,4,39,72023,5,241,C++;Python;GLSL;CMake;Shell,chapulina/dolly,humble|jazzy|kilted
executive_smach,ros,A procedural python-based task execution framework with ROS integration.,https://github.com/ros/executive_smach,235,182,148,47,,Other,True,False,False,False,False,26,241,235,17,182,Python;CMake,ros/executive_smach,humble|jazzy|kilted
flir_camera_driver,ros-drivers,,https://github.com/ros-drivers/flir_camera_driver,1197,191,177,61,,,True,False,False,False,False,23,245,1197,9,191,C++;Python;CMake;Shell,ros-drivers/flir_camera_driver,humble|jazzy|kilted
foros,42dot,Failover ROS framework,https://github.com/42dot/foros,2009,40,9,0,,Apache-2.0,True,False,True,False,False,1,177,2009,5,40,C++;CMake;Shell,42dot/foros,humble
inverse-dynamics-solver,unisa-acg,A ROS2-based software library for inverse dynamics computation,https://github.com/unisa-acg/inverse-dynamics-solver,9213,26,3,8,cpp;dynamics;python;robot-operating-system;robotics;ros2,BSD-3-Clause,True,False,False,False,False,3,43,9213,1,26,C++;Python;CMake;Ruby,unisa-acg/inverse-dynamics-solver,humble|jazzy
gazebo_video_monitors,nlamprian,"Various Gazebo video plugins for capturing the operation of a robot, for monitoring during tests, etc.",https://github.com/nlamprian/gazebo_video_monitors,111,28,4,1,gazebo-plugins;gazebo-simulator,GPL-3.0,True,False,False,False,False,2,41,111,3,28,C++;CMake;Python,nlamprian/gazebo_video_monitors,humble
gps_umd,swri-robotics,,https://github.com/swri-robotics/gps_umd,231,102,100,11,,BSD-3-Clause,True,False,False,False,False,20,146,231,5,102,C++;Python;CMake,swri-robotics/gps_umd,humble|jazzy|kilted
iceoryx,eclipse-iceoryx,Eclipse iceoryx™ - true zero-copy inter-process-communication,https://github.com/eclipse-iceoryx/iceoryx,23832,2018,452,260,autosar-adaptive;client-server;cpp;cyclonedds;dds;eclipse;iceoryx;inter-process-communication;ipc;middleware;publish-subscribe;pubsub;request-response;ros2;shared-memory;zero-copy,Apache-2.0,True,True,False,True,False,88,10009,23832,64,2018,C++;CMake;C;Shell;Python;Starlark;PowerShell;Dockerfile,eclipse-iceoryx/iceoryx,humble|jazzy|kilted
imu_tools,CCNYRoboticsLab,ROS tools for IMU devices,https://github.com/CCNYRoboticsLab/imu_tools,3566,1082,472,24,,Other,True,False,False,False,False,33,284,3566,32,1082,C++;CMake;Python;C,CCNYRoboticsLab/imu_tools,humble|jazzy|kilted
system_modes,micro-ROS,System modes for ROS 2 and micro-ROS,https://github.com/micro-ROS/system_modes,497,46,13,23,modes;parametrization;ros;ros2,Apache-2.0,True,True,False,False,False,6,124,497,11,46,C++;Python;CMake;C,micro-ROS/system_modes,humble|jazzy|kilted
leo_common-ros2,LeoRover,Common ROS2 packages for Leo Rover.,https://github.com/LeoRover/leo_common-ros2,8096,4,10,0,robotics;ros2;ros2-foxy;urdf;xacro,MIT,True,False,False,False,False,5,77,8096,2,4,CMake,LeoRover/leo_common-ros2,humble|jazzy|kilted
leo_robot-ros2,LeoRover,Robot ROS2 packages for Leo Rover.,https://github.com/LeoRover/leo_robot-ros2,678,7,3,0,robotics;ros2;ros2-humble;ros2-iron;ros2-rolling,MIT,True,False,False,False,False,4,141,678,3,7,Python;C++;CMake,LeoRover/leo_robot-ros2,humble|jazzy|kilted
leo_simulator-ros2,LeoRover,,https://github.com/LeoRover/leo_simulator-ros2,142711,15,6,0,,MIT,True,False,False,False,False,3,83,142711,1,15,Python;C++;CMake,LeoRover/leo_simulator-ros2,humble|jazzy|kilted
nao_lola,ros-sports,,https://github.com/ros-sports/nao_lola,135,11,8,2,,Apache-2.0,True,True,False,False,False,2,111,135,2,11,C++;CMake,ros-sports/nao_lola,humble|jazzy|kilted
omni_base_navigation,pal-robotics,,https://github.com/pal-robotics/omni_base_navigation,37197,0,1,0,mapping;move-base;navigation;omnibase;ros;ros-navigation;ros-noetic;slam,Apache-2.0,False,False,False,False,False,4,290,37197,6,0,Python;CMake,pal-robotics/omni_base_navigation,humble
omni_base_robot,pal-robotics,,https://github.com/pal-robotics/omni_base_robot,5039,10,11,0,laser-sensor;mobile-base;move-base;navigation;omnibase;omnidirectional;ros-nav,Apache-2.0,False,False,False,False,False,6,345,5039,7,10,Python;CMake,pal-robotics/omni_base_robot,humble
opennav_docking,open-navigation,Nav2 Compatible Docking Task Server & BT Utils ,https://github.com/open-navigation/opennav_docking,38908,136,48,6,,Apache-2.0,True,False,False,False,False,9,111,38908,8,136,C++;Python;CMake,open-navigation/opennav_docking,humble
pal_gripper,pal-robotics,,https://github.com/pal-robotics/pal_gripper,610,5,12,2,,Apache-2.0,True,False,False,False,False,11,196,610,4,5,Python;CMake;Shell,pal-robotics/pal_gripper,humble
pal_sea_arm,pal-robotics,,https://github.com/pal-robotics/pal_sea_arm,35379,1,1,0,,Apache-2.0,False,False,False,False,False,12,471,35379,7,1,Python;Shell;CMake,pal-robotics/pal_sea_arm,humble
pmb2_navigation,pal-robotics,pmb2 navigation,https://github.com/pal-robotics/pmb2_navigation,13842,4,5,0,laser;mapping;mobile-base;navigation;slam,Apache-2.0,False,False,False,False,False,13,1016,13842,5,4,Python;CMake,pal-robotics/pmb2_navigation,humble
pmb2_robot,pal-robotics,A PAL Mobile Base for your advanced navigation needs,https://github.com/pal-robotics/pmb2_robot,22180,23,24,4,advanced-navigation;fleet;fleet-management;global-planner;humble;local-planner;mobile;mobile-base;navigation;obstacle-avoidance;obstacle-avoidance-robot;obstacle-detection;path-planning;robot;robot-base;ros;ros-navigation;ros2;ros2-humble;teleoperation,Apache-2.0,True,False,False,False,False,19,1009,22180,13,23,Python;CMake,pal-robotics/pmb2_robot,humble
polygon_ros,MetroRobots,Messages and libraries for operating on two dimensional polygons. ,https://github.com/MetroRobots/polygon_ros,194,17,2,1,,BSD-2-Clause,True,False,False,False,False,3,33,194,1,17,C++;Python;CMake,MetroRobots/polygon_ros,humble|jazzy|kilted
rcl,ros2,Library to support implementation of language specific ROS Client Libraries.,https://github.com/ros2/rcl,4426,152,184,74,hacktoberfest,Apache-2.0,True,True,False,False,False,101,1163,4426,34,152,C++;C;CMake,ros2/rcl,humble|jazzy|kilted
rclc,ros2,ROS Client Library for the C language.,https://github.com/ros2/rclc,1781,143,54,29,,Apache-2.0,True,True,False,False,True,24,390,1781,30,143,C;C++;CMake,ros2/rclc,humble|jazzy|kilted
rclcpp,ros2,rclcpp (ROS Client Library for C++),https://github.com/ros2/rclcpp,9522,716,498,321,hacktoberfest,Apache-2.0,True,True,False,False,False,202,1961,9522,53,716,C++;CMake;EmberScript;C,ros2/rclcpp,humble|jazzy|kilted
rcss3d_agent,ros-sports,,https://github.com/ros-sports/rcss3d_agent,150,4,1,1,,Apache-2.0,True,True,False,False,False,3,97,150,1,4,C++;CMake,ros-sports/rcss3d_agent,humble|jazzy|kilted
rmf_traffic_editor,open-rmf,"GUI, CLI, and ROS 2 messages for robot traffic flows in buildings",https://github.com/open-rmf/rmf_traffic_editor,35377,159,75,43,,Apache-2.0,True,False,False,False,False,31,1025,35377,32,159,C++;Python;CMake,open-rmf/rmf_traffic_editor,humble|jazzy|kilted
tiago_navigation,pal-robotics,,https://github.com/pal-robotics/tiago_navigation,3051,6,12,0,slam,Apache-2.0,False,False,False,False,False,14,808,3051,8,6,Python;CMake,pal-robotics/tiago_navigation,humble
tiago_robot,pal-robotics,,https://github.com/pal-robotics/tiago_robot,15664,63,48,11,compliant-control;end-effector;human-robot-interaction;humble;mobile-manipulator;mobile-navigation;noetic;robotics;robots;ros;ros-melodic;ros2;ros2-humble;teleoperation;whole-body-control,Apache-2.0,True,False,False,False,False,20,1495,15664,10,63,Python;EmberScript;Jinja;CMake,pal-robotics/tiago_robot,humble
tiago_pro_navigation,pal-robotics,,https://github.com/pal-robotics/tiago_pro_navigation,667,0,0,0,,Apache-2.0,False,False,False,False,False,2,131,667,6,0,Python;CMake,pal-robotics/tiago_pro_navigation,humble
tiago_pro_robot,pal-robotics,,https://github.com/pal-robotics/tiago_pro_robot,47157,5,2,0,,Apache-2.0,False,False,False,False,False,12,796,47157,7,5,Python;CMake;Jinja;EmberScript,pal-robotics/tiago_pro_robot,humble
tiago_pro_head_robot,pal-robotics,,https://github.com/pal-robotics/tiago_pro_head_robot,9591,0,1,0,,Apache-2.0,False,False,False,False,False,8,110,9591,6,0,Python;CMake,pal-robotics/tiago_pro_head_robot,humble
turtlebot3_autorace,ROBOTIS-GIT,Autonomous Driving with TurtleBot3,https://github.com/ROBOTIS-GIT/turtlebot3_autorace,22708,105,56,0,dynamixel;gazebo;mobile;navigation;opencv;package;perception;robot;robotis;ros;slam;turtlebot;turtlebot3,Apache-2.0,True,True,False,False,False,5,113,22708,18,105,Python;CMake,ROBOTIS-GIT/turtlebot3_autorace,humble|jazzy|kilted
turtlebot3_simulations,ROBOTIS-GIT,Simulations for TurtleBot3,https://github.com/ROBOTIS-GIT/turtlebot3_simulations,43450,464,525,3,dynamixel;gazebo;mobile;navigation;opencv;package;perception;robot;robotis;ros;slam;turtlebot;turtlebot3,Apache-2.0,True,True,False,False,False,16,383,43450,18,464,C++;Python;CMake,ROBOTIS-GIT/turtlebot3_simulations,humble|jazzy|kilted
turtlebot4,turtlebot,Turtlebot4 common packages.,https://github.com/turtlebot/turtlebot4,16191,142,68,31,,Apache-2.0,True,False,False,True,False,10,149,16191,10,142,C++;Python;CMake,turtlebot/turtlebot4,humble|jazzy
ublox,KumarRobotics,A driver for ublox gps,https://github.com/KumarRobotics/ublox,1000,519,426,112,gps;ros;ros-driver;ublox;ublox-gps,BSD-3-Clause,True,False,False,False,False,21,286,1000,60,519,C++;C;CMake;Python,KumarRobotics/ublox,humble|jazzy|kilted
ros-utils,ctu-vras,Useful utilities for working with ROS,https://github.com/ctu-vras/ros-utils,4270,19,5,0,,,True,False,False,False,False,5,649,4270,3,19,C++;Python;CMake;NASL;C;EmberScript;CSS;Makefile,ctu-vras/ros-utils,jazzy|kilted
leo_examples-ros2,LeoRover,A collection of ROS packages that show example usage of functionalities on stock Leo Rover.,https://github.com/LeoRover/leo_examples-ros2,11290,0,0,0,,MIT,True,False,False,False,False,2,9,11290,0,0,Python;Jupyter Notebook;CMake,LeoRover/leo_examples-ros2,jazzy|kilted
raph_common,RaphRover,Common ROS packages for Rapha Rover,https://github.com/RaphRover/raph_common,20908,0,0,0,,MIT,True,False,False,False,False,5,80,20908,1,0,Python;CMake,RaphRover/raph_common,jazzy
aruco_ros,pal-robotics,Software package and ROS wrappers of the Aruco Augmented Reality marker detector library,https://github.com/pal-robotics/aruco_ros,1160,568,337,34,aruco;aruco-detector;aruco-library;aruco-marker-detection;aruco-ros;fiducial-marker;fiducial-marker-detector;robot;robotics;ros,MIT,True,False,False,False,False,19,196,1160,13,568,C++;Python;CMake;C,pal-robotics/aruco_ros,humble|jazzy|kilted
automotive_autonomy_msgs,astuff,A set of ROS messages for automation of mobile platforms.,https://github.com/astuff/automotive_autonomy_msgs,150,19,10,2,automation;automotive;generic-messages;ros;ros-messages;ros-packages;ros2,MIT,True,False,False,False,False,7,143,150,3,19,CMake,astuff/automotive_autonomy_msgs,humble|jazzy|kilted
axis_camera,ros-drivers,Contains basic Python drivers for accessing an Axis camera's MJPG stream. Also provides control for PTZ cameras. ,https://github.com/ros-drivers/axis_camera,703,58,79,23,,BSD-3-Clause,True,False,False,False,False,13,122,703,25,58,Python;CMake,ros-drivers/axis_camera,humble|jazzy
